source,raw_path,original_path,original_session,v2_session,capture_session,scene_id,v3_filename,v3_path,image_path,label_path,preview_path,image_type,v3_type,target_classes_present,scenario,object_instance_ids,status,laptop_instances,keyboard_instances,cup_instances,sha256,annotation_source,review_status
P01_user,data/raw/P01/S03/P01_S03_CUP_0021.jpg,data/raw/P01/S03/P01_S03_CUP_0021.jpg,S03,S01,S01,light_lab_table,P01_S01_CUP_0011.jpg,data/v3/user/images/P01/S01/P01_S01_CUP_0011.jpg,data/v3/user/images/P01/S01/P01_S01_CUP_0011.jpg,data/v3/user/labels/P01/S01/P01_S01_CUP_0011.txt,data/v3/user/previews/P01/S01/P01_S01_CUP_0011.jpg,CUP,CUP,cup,basic,cup_lab_01,included,0,0,1,0c0ccf98902d056c1276b0f0fbd4918d638fa21962004cbe3693e72066366d89,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S03/P01_S03_MIX_0023.jpg,data/raw/P01/S03/P01_S03_MIX_0023.jpg,S03,S01,S01,light_lab_table,P01_S01_CUP_0012.jpg,data/v3/user/images/P01/S01/P01_S01_CUP_0012.jpg,data/v3/user/images/P01/S01/P01_S01_CUP_0012.jpg,data/v3/user/labels/P01/S01/P01_S01_CUP_0012.txt,data/v3/user/previews/P01/S01/P01_S01_CUP_0012.jpg,CUP,CUP,cup,multi,mouse_lab_01;cup_lab_01,included,0,0,1,f4d8633cc9f2de0326e8b66c8da04b0918f4065d74ba7d741ae2d89fba671587,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_LAP_0005.jpg,data/raw/P01/S01/P01_S01_LAP_0005.jpg,S01,S01,S01,light_lab_table,P01_S01_LAP_0001.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0001.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0001.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0001.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0001.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,29671bbbe5555b9eb90f0851eca5319786e8ec82c05a5d688a636e46789d6fac,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_LAP_0006.jpg,data/raw/P01/S01/P01_S01_LAP_0006.jpg,S01,S01,S01,light_lab_table,P01_S01_LAP_0002.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0002.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0002.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0002.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0002.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,582dd2e30aabe1f4c5135dee66e5a630b42ed1f6c71816f6b247fb43772f3d7d,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_LAP_0007.jpg,data/raw/P01/S01/P01_S01_LAP_0007.jpg,S01,S01,S01,light_lab_table,P01_S01_LAP_0003.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0003.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0003.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0003.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0003.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,fea9eb541ca6089f9166a3bd737be6290a2a0ad8ae7fead6f4f310ab31b517ca,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_LAP_0003.jpg,data/raw/P01/S02/P01_S02_LAP_0003.jpg,S02,S01,S01,light_lab_table,P01_S01_LAP_0004.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0004.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0004.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0004.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0004.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,2d1cbfd5171ce305ce94f6509ee862e55dd53528bb12eb496a0a303ea0542d34,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_LAP_0005.jpg,data/raw/P01/S02/P01_S02_LAP_0005.jpg,S02,S01,S01,light_lab_table,P01_S01_LAP_0005.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0005.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0005.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0005.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0005.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,ca42509e1553929a7277c39a3046a6f52ed0daf2e64d79d9785e6d199e06c069,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_LAP_0006.jpg,data/raw/P01/S02/P01_S02_LAP_0006.jpg,S02,S01,S01,light_lab_table,P01_S01_LAP_0006.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0006.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0006.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0006.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0006.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,9908a46a5e75fe07ad7b75741f8641d8574afd75028b111c37060c3cb31b4ff5,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0019.jpg,data/raw/P01/S02/P01_S02_MIX_0019.jpg,S02,S01,S01,light_lab_table,P01_S01_LAP_0007.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0007.jpg,data/v3/user/images/P01/S01/P01_S01_LAP_0007.jpg,data/v3/user/labels/P01/S01/P01_S01_LAP_0007.txt,data/v3/user/previews/P01/S01/P01_S01_LAP_0007.jpg,LAP,LAP,laptop,basic,laptop_lenovo_01,included,1,0,0,e69deea8c24bb7922b206482d477cb888d24f87ffd5223a9016b9ddcc8fc0cc9,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_MIX_0008.jpg,data/raw/P01/S01/P01_S01_MIX_0008.jpg,S01,S01,S01,light_lab_table,P01_S01_MIX_0001.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0001.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0001.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0001.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0001.jpg,MIX,MIX,laptop;cup,multi,laptop_lenovo_01;cup_lab_01,included,1,0,1,16036fffb8a8a11f23fd679e2e60a774bdb578afc8737c09567a5a2290c875dc,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_MIX_0009.jpg,data/raw/P01/S01/P01_S01_MIX_0009.jpg,S01,S01,S01,light_lab_table,P01_S01_MIX_0002.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0002.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0002.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0002.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0002.jpg,MIX,MIX,laptop;cup,multi,laptop_lenovo_01;cup_lab_01,included,1,0,1,56d0b753ef496fb6db5684376f58cd209d4001c25308ee074bf28bd0a3dd7ec9,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_LAP_0004.jpg,data/raw/P01/S02/P01_S02_LAP_0004.jpg,S02,S01,S01,light_lab_table,P01_S01_MIX_0003.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0003.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0003.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0003.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0003.jpg,MIX,MIX,laptop;cup,multi,laptop_lenovo_01;cup_lab_01,included,1,0,1,e30ec0d90d22215c071feccc9ce2e2ba9676d2e06921d4dbaac71ee2c9b6b58d,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0008.jpg,data/raw/P01/S02/P01_S02_MIX_0008.jpg,S02,S01,S01,light_lab_table,P01_S01_MIX_0004.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0004.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0004.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0004.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0004.jpg,MIX,MIX,laptop;cup,multi,laptop_lenovo_01;cup_lab_01,included,1,0,1,d221648998613269b423e8a4ae068a4709ae4c3baa2a69c665e8a2b597e732ee,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0009.jpg,data/raw/P01/S02/P01_S02_MIX_0009.jpg,S02,S01,S01,light_lab_table,P01_S01_MIX_0005.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0005.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0005.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0005.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0005.jpg,MIX,MIX,laptop;cup,multi,laptop_lenovo_01;cup_lab_01,included,1,0,1,2062b5fc1b53741cea63debaa2ac48d803a3b0055d9bf70cd09f4d41a246fa58,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0020.jpg,data/raw/P01/S02/P01_S02_MIX_0020.jpg,S02,S01,S01,light_lab_table,P01_S01_MIX_0006.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0006.jpg,data/v3/user/images/P01/S01/P01_S01_MIX_0006.jpg,data/v3/user/labels/P01/S01/P01_S01_MIX_0006.txt,data/v3/user/previews/P01/S01/P01_S01_MIX_0006.jpg,MIX,MIX,laptop;cup,multi,mouse_lab_01;laptop_lenovo_01;cup_lab_01,included,1,0,1,255cdce219e83a2f6b7eae86c93b92c205bccfb3e953db51c29ca5f9bf9addfd,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_MOU_0011.jpg,data/raw/P01/S01/P01_S01_MOU_0011.jpg,S01,S01,S01,light_lab_table,P01_S01_NEG_0001.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0001.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0001.jpg,data/v3/user/labels/P01/S01/P01_S01_NEG_0001.txt,data/v3/user/previews/P01/S01/P01_S01_NEG_0001.jpg,NEG,NEG,,basic,mouse_lab_01,included,0,0,0,fe0b2dee6b0da2a89c0f9dc4e58b395a3540fe4d753144152a0d89dca0e4bc7c,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MOU_0011.jpg,data/raw/P01/S02/P01_S02_MOU_0011.jpg,S02,S01,S01,light_lab_table,P01_S01_NEG_0002.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0002.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0002.jpg,data/v3/user/labels/P01/S01/P01_S01_NEG_0002.txt,data/v3/user/previews/P01/S01/P01_S01_NEG_0002.jpg,NEG,NEG,,basic,mouse_lab_01,included,0,0,0,76f51d31b7fbac069e7e71a849958286fc34aa3db46d16f652afff3e0d560d96,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MOU_0012.jpg,data/raw/P01/S02/P01_S02_MOU_0012.jpg,S02,S01,S01,light_lab_table,P01_S01_NEG_0003.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0003.jpg,data/v3/user/images/P01/S01/P01_S01_NEG_0003.jpg,data/v3/user/labels/P01/S01/P01_S01_NEG_0003.txt,data/v3/user/previews/P01/S01/P01_S01_NEG_0003.jpg,NEG,NEG,,basic,mouse_lab_01,included,0,0,0,13cf63e0c47f6ba087f5cf1b5e2d4b1f15900ef035fe9ac2ce0ec0b1e7f9eb38,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_CUP_0019.jpg,data/raw/P01/S01/P01_S01_CUP_0019.jpg,S01,S02,S02,curved_wood_desk,P01_S02_CUP_0001.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0001.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0001.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0001.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0001.jpg,CUP,CUP,cup,basic,cup_wood_01,included,0,0,1,ff46776b0bddc12f491ec647aea7c2872ebf3536406f7525ad6aec9e1076a0ba,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_CUP_0020.jpg,data/raw/P01/S01/P01_S01_CUP_0020.jpg,S01,S02,S02,curved_wood_desk,P01_S02_CUP_0002.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0002.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0002.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0002.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0002.jpg,CUP,CUP,cup,basic,cup_wood_01,included,0,0,1,93deba2f18ccfa7415096f3f973b2c70a9b2b37cf18a4809cd4d341e8d145709,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_MIX_0013.jpg,data/raw/P01/S01/P01_S01_MIX_0013.jpg,S01,S02,S02,curved_wood_desk,P01_S02_CUP_0003.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0003.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0003.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0003.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0003.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01,included,0,0,1,58fdcba093948c211125e6cb0e6e8f40efbaf50150122af7189b977d1e70f4c8,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0015.jpg,data/raw/P01/S02/P01_S02_MIX_0015.jpg,S02,S02,S02,curved_wood_desk,P01_S02_CUP_0004.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0004.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0004.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0004.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0004.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01;headphones_wood_01,included,0,0,1,7c3384d2a50d0b2c9fe099f479b76cd244b6f8794e048d08000a38cc11e75946,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S02/P01_S02_MIX_0018.jpg,data/raw/P01/S02/P01_S02_MIX_0018.jpg,S02,S02,S02,curved_wood_desk,P01_S02_CUP_0005.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0005.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0005.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0005.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0005.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01;headphones_wood_01,included,0,0,1,740a097c765b7aaf78a8e308d940c308cabd4fcc687c1f1e34e55e421a2d3d59,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S03/P01_S03_CUP_0011.jpg,data/raw/P01/S03/P01_S03_CUP_0011.jpg,S03,S02,S02,curved_wood_desk,P01_S02_CUP_0006.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0006.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0006.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0006.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0006.jpg,CUP,CUP,cup,basic,cup_wood_01,included,0,0,1,6d8a4496969e5b1a539d7c6a05c07dad856cc75540e3e440e90407d5b1c1dfc7,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S03/P01_S03_CUP_0012.jpg,data/raw/P01/S03/P01_S03_CUP_0012.jpg,S03,S02,S02,curved_wood_desk,P01_S02_CUP_0007.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0007.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0007.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0007.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0007.jpg,CUP,CUP,cup,basic,cup_wood_01,included,0,0,1,fb6f475e774dc3fcd183ef68faecd5c0b4961e48a6bb064aadb64737964380f9,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S03/P01_S03_MIX_0009.jpg,data/raw/P01/S03/P01_S03_MIX_0009.jpg,S03,S02,S02,curved_wood_desk,P01_S02_CUP_0008.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0008.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0008.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0008.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0008.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01;headphones_wood_01,included,0,0,1,ba15d980f64ccdb7687b59a9a4a4c9ecd80da026545e2718fd12e137ee4b39ad,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S03/P01_S03_MIX_0010.jpg,data/raw/P01/S03/P01_S03_MIX_0010.jpg,S03,S02,S02,curved_wood_desk,P01_S02_CUP_0009.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0009.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0009.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0009.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0009.jpg,CUP,CUP,cup,multi,cup_wood_01;headphones_wood_01,included,0,0,1,c935f91033296bff53a7ebb805da89a828bdfbde3c03e56b6191c069f0237301,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S04/P01_S04_MIX_0006.jpg,data/raw/P01/S04/P01_S04_MIX_0006.jpg,S04,S02,S02,curved_wood_desk,P01_S02_CUP_0010.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0010.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0010.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0010.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0010.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01,included,0,0,1,f55835d81db37338e83b264afdef04080021578c78de4c55f9f80fa135e25292,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S04/P01_S04_MIX_0011.jpg,data/raw/P01/S04/P01_S04_MIX_0011.jpg,S04,S02,S02,curved_wood_desk,P01_S02_CUP_0011.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0011.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0011.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0011.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0011.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01;headphones_wood_01,included,0,0,1,79308a327288d26dc68dc6401969aa13078a2905fd70a0dd05376253020a1ceb,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S04/P01_S04_MIX_0016.jpg,data/raw/P01/S04/P01_S04_MIX_0016.jpg,S04,S02,S02,curved_wood_desk,P01_S02_CUP_0012.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0012.jpg,data/v3/user/images/P01/S02/P01_S02_CUP_0012.jpg,data/v3/user/labels/P01/S02/P01_S02_CUP_0012.txt,data/v3/user/previews/P01/S02/P01_S02_CUP_0012.jpg,CUP,CUP,cup,multi,mouse_wood_01;cup_wood_01;headphones_wood_01,included,0,0,1,4b5d7e500d0db1783bcb49a7d5c98438a8cf25c8be6d874d780f54f38e1d2ef5,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
P01_user,data/raw/P01/S01/P01_S01_MIX_0016.jpg,data/raw/P01/S01/P01_S01_MIX_0016.jpg,S01,S02,S02,curved_wood_desk,P01_S02_KEY_0001.jpg,data/v3/user/images/P01/S02/P01_S02_KEY_0001.jpg,data/v3/user/images/P01/S02/P01_S02_KEY_0001.jpg,data/v3/user/labels/P01/S02/P01_S02_KEY_0001.txt,data/v3/user/previews/P01/S02/P01_S02_KEY_0001.jpg,KEY,KEY,keyboard,multi,mouse_wood_01;keyboard_wood_01,included,0,1,0,b52516ab2202b824cf05199c94510689b6c72cdf6389bebd1fbbd9bff3da3f8b,V2_geometry_reverified_under_V3_ontology,second_visual_review_approved
